chr	gene	NAGn	SRIn	Y_Zn
chr2	SFXN5	7	7	7
chr5	SGCD	65	65	65
chr7	SGCE	11	11	11
chr13	SGCG	47	47	47
chr8	SGCZ	388	388	388
chr3	SGEF	15	15	15
chr1	SGIP1	44	44	44
chr20	SGK2	4	4	4
chr8	SGK3	3	3	3
chr15	SGK269	10	10	10
chr10	SGMS1	26	26	26
chr4	SGMS2	3	3	3
chr3	SGOL1	8	8	8
chr2	SGOL2	12	12	12
chr10	SGPL1	21	21	21
chr14	SGPP1	6	6	6
chr2	SGPP2	18	18	18
chr17	SGSH	4	4	4
chr22	SGSM1	18	18	18
chr17	SGSM2	3	3	3
chr22	SGSM3	5	5	5
chr5	SGTB	7	7	7
chr7	SH2B2	5	5	5
chr12	SH2B3	5	5	5
chr23	SH2D1A	3	3	3
chr1	SH2D1B	4	4	4
chr19	SH2D3A	4	4	4
chr9	SH2D3C	7	7	7
chr8	SH2D4A	15	15	15
chr10	SH2D4B	26	26	26
chr1	SH2D5	3	3	3
chr21	SH3BGR	22	22	22
chr23	SH3BGRL	2	2	2
chr6	SH3BGRL2	16	16	16
chr22	SH3BP1	3	3	3
chr4	SH3BP2	4	4	4
chr2	SH3BP4	20	20	20
chr3	SH3BP5	13	13	13
chr1	SH3BP5L	3	3	3
chr4	SH3D19	5	5	5
chr19	SH3GL1	7	7	7
chr9	SH3GL2	69	69	69
chr15	SH3GL3	9	9	9
chr1	SH3GLB1	10	10	10
chr9	SH3GLB2	5	5	5
chr23	SH3KBP1	26	26	26
chr10	SH3PXD2A	41	41	41
chr5	SH3PXD2B	15	15	15
chr4	SH3RF1	9	9	9
chr5	SH3RF2	16	16	16
chr2	SH3RF3	19	19	19
chr4	SH3TC1	7	7	7
chr5	SH3TC2	14	14	14
chr2	SH3YL1	5	5	5
chr19	SHANK1	8	8	8
chr11	SHANK2	30	30	30
chr22	SHANK3	10	10	10
chr9	SHB	22	22	22
chr1	SHC1	4	4	4
chr19	SHC2	7	7	7
chr9	SHC3	20	20	20
chr15	SHC4	21	21	21
chr19	SHD	2	2	2
chr1	SHE	4	4	4
chr7	SHFM1	3	3	3
chr7	SHH	4	4	4
chr3	SHISA5	2	2	2
chr19	SHKBP1	2	2	2
chr17	SHMT1	3	3	3
chr10	SHOC2	3	3	3
chr17	SHPK	5	5	5
chr6	SHPRH	4	4	4
chr3	SHQ1	8	8	8
chr23	SHROOM2	11	11	11
chr4	SHROOM3	61	61	61
chr23	SHROOM4	8	8	8
chr3	SI	4	4	4
chr11	SIAE	9	9	9
chr16	SIAH1	3	3	3
chr3	SIDT1	3	3	3
chr11	SIDT2	6	6	6
chr20	SIGLEC1	7	7	7
chr19	SIGLEC5	4	4	4
chr19	SIGLEC6	3	3	3
chr19	SIGLEC7	6	6	6
chr19	SIGLEC9	5	5	5
chr19	SIGLEC10	2	2	2
chr19	SIGLEC12	4	4	4
chr18	SIGLEC15	3	3	3
chr1	SIKE	2	2	2
chr5	SIL1	8	8	8
chr6	SIM1	9	9	9
chr21	SIM2	8	8	8
chr15	SIN3A	5	5	5
chr19	SIN3B	4	4	4
chr14	SIP1	6	6	6
chr11	SIPA1	2	2	2
chr14	SIPA1L1	41	41	41
chr1	SIPA1L2	26	26	26
chr19	SIPA1L3	11	11	11
chr20	SIRPA	12	12	12
chr20	SIRPB1	7	7	7
chr20	SIRPB2	9	9	9
chr20	SIRPD	7	7	7
chr10	SIRT1	6	6	6
chr19	SIRT2	5	5	5
chr11	SIRT3	9	9	9
chr6	SIRT5	2	2	2
chr9	SIT1	2	2	2
chr14	SIVA1	2	2	2
chr2	SIX2	2	2	2
chr19	SIX5	2	2	2
chr17	SKAP1	23	23	23
chr7	SKAP2	18	18	18
chr1	SKI	12	12	12
chr3	SKIL	5	5	5
chr17	SKIP	3	3	3
chr6	SKIV2L	3	3	3
chr5	SKIV2L2	5	5	5
chr5	SKP1	2	2	2
chr8	SLA	7	7	7
chr20	SLA2	2	2	2
chr13	SLAIN1	9	9	9
chr4	SLAIN2	12	12	12
chr1	SLAMF1	2	2	2
chr1	SLAMF6	15	15	15
chr1	SLAMF7	2	2	2
chr1	SLAMF8	3	3	3
chr4	SLBP	3	3	3
chr9	SLC1A1	52	52	52
chr11	SLC1A2	50	50	50
chr5	SLC1A3	22	22	22
chr2	SLC1A4	8	8	8
chr19	SLC1A5	3	3	3
chr19	SLC1A6	6	6	6
chr1	SLC2A1	3	3	3
chr3	SLC2A2	7	7	7
chr12	SLC2A3	5	5	5
chr17	SLC2A4	2	2	2
chr1	SLC2A5	9	9	9
chr9	SLC2A6	4	4	4
chr1	SLC2A7	8	8	8
chr9	SLC2A8	6	6	6
chr4	SLC2A9	4	4	4
chr20	SLC2A10	4	4	4
chr22	SLC2A11	12	12	12
chr6	SLC2A12	13	13	13
chr12	SLC2A13	14	14	14
chr12	SLC2A14	11	11	11
chr2	SLC3A1	14	14	14
chr2	SLC4A1AP	4	4	4
chr7	SLC4A2	5	5	5
chr2	SLC4A3	2	2	2
chr4	SLC4A4	53	53	53
chr2	SLC4A5	15	15	15
chr3	SLC4A7	16	16	16
chr12	SLC4A8	4	4	4
chr5	SLC4A9	4	4	4
chr2	SLC4A10	26	26	26
chr20	SLC4A11	4	4	4
chr22	SLC5A1	11	11	11
chr21	SLC5A3	11	11	11
chr22	SLC5A4	8	8	8
chr19	SLC5A5	3	3	3
chr2	SLC5A6	2	2	2
chr2	SLC5A7	5	5	5
chr12	SLC5A8	5	5	5
chr1	SLC5A9	7	7	7
chr17	SLC5A10	13	13	13
chr16	SLC5A11	9	9	9
chr11	SLC5A12	28	28	28
chr3	SLC6A1	20	20	20
chr16	SLC6A2	7	7	7
chr5	SLC6A3	7	7	7
chr17	SLC6A4	6	6	6
chr11	SLC6A5	14	14	14
chr3	SLC6A6	18	18	18
chr5	SLC6A7	4	4	4
chr23	SLC6A8	2	2	2
chr1	SLC6A9	6	6	6
chr3	SLC6A11	29	29	29
chr12	SLC6A13	5	5	5
chr23	SLC6A14	3	3	3
chr12	SLC6A15	5	5	5
chr19	SLC6A16	8	8	8
chr1	SLC6A17	8	8	8
chr5	SLC6A18	3	3	3
chr5	SLC6A19	2	2	2
chr3	SLC6A20	10	10	10
chr13	SLC7A1	12	12	12
chr8	SLC7A2	17	17	17
chr16	SLC7A5	22	22	22
chr16	SLC7A6	2	2	2
chr14	SLC7A7	15	15	15
chr14	SLC7A8	9	9	9
chr19	SLC7A9	4	4	4
chr19	SLC7A10	2	2	2
chr4	SLC7A11	10	10	10
chr8	SLC7A13	2	2	2
chr3	SLC7A14	18	18	18
chr2	SLC8A1	122	122	122
chr19	SLC8A2	6	6	6
chr14	SLC8A3	4	4	4
chr1	SLC9A1	3	3	3
chr2	SLC9A2	49	49	49
chr5	SLC9A3	5	5	5
chr17	SLC9A3R1	8	8	8
chr2	SLC9A4	5	5	5
chr16	SLC9A5	3	3	3
chr23	SLC9A6	2	2	2
chr23	SLC9A7	8	8	8
chr20	SLC9A8	11	11	11
chr3	SLC9A9	65	65	65
chr3	SLC9A10	5	5	5
chr1	SLC9A11	11	11	11
chr14	SLC10A1	9	9	9
chr13	SLC10A2	6	6	6
chr4	SLC10A4	2	2	2
chr4	SLC10A6	8	8	8
chr4	SLC10A7	31	31	31
chr2	SLC11A1	3	3	3
chr12	SLC11A2	4	4	4
chr15	SLC12A1	14	14	14
chr5	SLC12A2	17	17	17
chr16	SLC12A3	24	24	24
chr16	SLC12A4	2	2	2
chr20	SLC12A5	2	2	2
chr15	SLC12A6	12	12	12
chr5	SLC12A7	8	8	8
chr3	SLC12A8	12	12	12
chr7	SLC13A1	13	13	13
chr20	SLC13A3	28	28	28
chr7	SLC13A4	8	8	8
chr17	SLC13A5	2	2	2
chr18	SLC14A2	11	11	11
chr13	SLC15A1	5	5	5
chr3	SLC15A2	5	5	5
chr11	SLC15A3	3	3	3
chr12	SLC15A4	4	4	4
chr1	SLC16A1	6	6	6
chr17	SLC16A3	2	2	2
chr1	SLC16A4	9	9	9
chr17	SLC16A5	5	5	5
chr12	SLC16A7	4	4	4
chr10	SLC16A9	14	14	14
chr6	SLC16A10	14	14	14
chr17	SLC16A11	2	2	2
chr10	SLC16A12	26	26	26
chr2	SLC16A14	4	4	4
chr6	SLC17A1	10	10	10
chr6	SLC17A2	4	4	4
chr6	SLC17A3	4	4	4
chr6	SLC17A4	13	13	13
chr6	SLC17A5	10	10	10
chr11	SLC17A6	5	5	5
chr19	SLC17A7	4	4	4
chr12	SLC17A8	14	14	14
chr8	SLC18A1	7	7	7
chr10	SLC18A2	13	13	13
chr10	SLC18A3	3	3	3
chr21	SLC19A1	3	3	3
chr1	SLC19A2	6	6	6
chr2	SLC19A3	7	7	7
chr8	SLC20A2	15	15	15
chr6	SLC22A1	6	6	6
chr6	SLC22A2	18	18	18
chr6	SLC22A3	22	22	22
chr5	SLC22A4	13	13	13
chr5	SLC22A5	6	6	6
chr11	SLC22A9	2	2	2
chr11	SLC22A10	2	2	2
chr11	SLC22A11	3	3	3
chr3	SLC22A14	3	3	3
chr1	SLC22A15	16	16	16
chr6	SLC22A16	6	6	6
chr14	SLC22A17	3	3	3
chr11	SLC22A18	3	3	3
chr11	SLC22A20	2	2	2
chr6	SLC22A23	44	44	44
chr11	SLC22A25	7	7	7
chr5	SLC23A1	3	3	3
chr20	SLC23A2	47	47	47
chr15	SLC24A1	3	3	3
chr9	SLC24A2	68	68	68
chr20	SLC24A3	127	127	127
chr14	SLC24A4	15	15	15
chr15	SLC24A5	2	2	2
chr12	SLC24A6	4	4	4
chr22	SLC25A1	2	2	2
chr12	SLC25A3	5	5	5
chr4	SLC25A4	4	4	4
chr17	SLC25A10	5	5	5
chr2	SLC25A12	26	26	26
chr7	SLC25A13	42	42	42
chr23	SLC25A14	2	2	2
chr13	SLC25A15	5	5	5
chr10	SLC25A16	5	5	5
chr22	SLC25A17	10	10	10
chr17	SLC25A19	2	2	2
chr14	SLC25A21	50	50	50
chr11	SLC25A22	2	2	2
chr19	SLC25A23	3	3	3
chr1	SLC25A24	9	9	9
chr9	SLC25A25	5	5	5
chr3	SLC25A26	21	21	21
chr6	SLC25A27	5	5	5
chr10	SLC25A28	3	3	3
chr14	SLC25A29	4	4	4
chr13	SLC25A30	6	6	6
chr4	SLC25A31	2	2	2
chr8	SLC25A32	2	2	2
chr1	SLC25A33	6	6	6
chr17	SLC25A35	3	3	3
chr3	SLC25A36	5	5	5
chr8	SLC25A37	15	15	15
chr7	SLC25A40	2	2	2
chr19	SLC25A42	2	2	2
chr1	SLC25A44	3	3	3
chr11	SLC25A45	3	3	3
chr5	SLC25A46	5	5	5
chr4	SLC26A1	4	4	4
chr5	SLC26A2	7	7	7
chr7	SLC26A3	6	6	6
chr7	SLC26A4	4	4	4
chr7	SLC26A5	4	4	4
chr8	SLC26A7	19	19	19
chr6	SLC26A8	7	7	7
chr1	SLC26A9	6	6	6
chr17	SLC26A11	9	9	9
chr19	SLC27A1	5	5	5
chr9	SLC27A4	6	6	6
chr5	SLC27A6	6	6	6
chr15	SLC28A1	11	11	11
chr9	SLC28A3	14	14	14
chr6	SLC29A1	7	7	7
chr11	SLC29A2	2	2	2
chr10	SLC29A3	15	15	15
chr7	SLC29A4	2	2	2
chr1	SLC30A1	3	3	3
chr1	SLC30A2	2	2	2
chr15	SLC30A4	2	2	2
chr5	SLC30A5	7	7	7
chr2	SLC30A6	4	4	4
chr1	SLC30A7	21	21	21
chr8	SLC30A8	23	23	23
chr4	SLC30A9	19	19	19
chr1	SLC30A10	4	4	4
chr9	SLC31A1	2	2	2
chr9	SLC31A2	5	5	5
chr20	SLC32A1	2	2	2
chr3	SLC33A1	7	7	7
chr4	SLC34A2	2	2	2
chr6	SLC35A1	4	4	4
chr1	SLC35A3	4	4	4
chr3	SLC35A5	3	3	3
chr6	SLC35B2	3	3	3
chr6	SLC35B3	3	3	3
chr7	SLC35B4	5	5	5
chr11	SLC35C1	4	4	4
chr20	SLC35C2	4	4	4
chr1	SLC35D1	9	9	9
chr9	SLC35D2	6	6	6
chr19	SLC35E1	2	2	2
chr12	SLC35E3	5	5	5
chr22	SLC35E4	2	2	2
chr6	SLC35F1	69	69	69
chr11	SLC35F2	12	12	12
chr1	SLC35F3	104	104	104
chr14	SLC35F4	10	10	10
chr5	SLC36A1	12	12	12
chr5	SLC36A2	5	5	5
chr5	SLC36A3	13	13	13
chr11	SLC36A4	7	7	7
chr21	SLC37A1	21	21	21
chr11	SLC37A2	15	15	15
chr7	SLC37A3	19	19	19
chr12	SLC38A1	13	13	13
chr12	SLC38A2	2	2	2
chr12	SLC38A4	5	5	5
chr14	SLC38A6	5	5	5
chr16	SLC38A8	15	15	15
chr5	SLC38A9	11	11	11
chr17	SLC38A10	8	8	8
chr2	SLC38A11	7	7	7
chr14	SLC39A2	2	2	2
chr12	SLC39A5	4	4	4
chr18	SLC39A6	3	3	3
chr4	SLC39A8	8	8	8
chr14	SLC39A9	12	12	12
chr2	SLC39A10	12	12	12
chr17	SLC39A11	61	61	61
chr10	SLC39A12	32	32	32
chr11	SLC39A13	2	2	2
chr8	SLC39A14	7	7	7
chr2	SLC40A1	6	6	6
chr1	SLC41A1	4	4	4
chr12	SLC41A2	23	23	23
chr3	SLC41A3	9	9	9
chr11	SLC43A1	3	3	3
chr17	SLC43A2	10	10	10
chr11	SLC43A3	3	3	3
chr9	SLC44A1	18	18	18
chr19	SLC44A2	2	2	2
chr1	SLC44A3	21	21	21
chr6	SLC44A4	6	6	6
chr1	SLC44A5	24	24	24
chr1	SLC45A1	4	4	4
chr5	SLC45A2	9	9	9
chr1	SLC45A3	6	6	6
chr8	SLC45A4	5	5	5
chr9	SLC46A2	2	2	2
chr13	SLC46A3	5	5	5
chr17	SLC47A1	2	2	2
chr17	SLC47A2	13	13	13
chr12	SLCO1A2	31	31	31
chr12	SLCO1B1	12	12	12
chr12	SLCO1B3	25	25	25
chr12	SLCO1C1	27	27	27
chr3	SLCO2A1	4	4	4
chr11	SLCO2B1	5	5	5
chr15	SLCO3A1	28	28	28
chr20	SLCO4A1	7	7	7
chr5	SLCO4C1	11	11	11
chr8	SLCO5A1	26	26	26
chr5	SLCO6A1	19	19	19
chr17	SLFN5	3	3	3
chr17	SLFN13	2	2	2
chr17	SLFN14	5	5	5
chr1	SLFNL1	2	2	2
chr10	SLIT1	47	47	47
chr4	SLIT2	39	39	39
chr5	SLIT3	172	172	172
chr23	SLITRK2	2	2	2
chr3	SLITRK3	2	2	2
chr10	SLK	6	6	6
chr3	SLMAP	9	9	9
chr18	SLMO1	4	4	4
chr20	SLMO2	2	2	2
chr11	SLN	2	2	2
chr15	SLTM	3	3	3
chr5	SLU7	4	4	4
chr8	SLURP1	2	2	2
chr4	SMAD1	11	11	11
chr18	SMAD2	3	3	3
chr15	SMAD3	4	4	4
chr18	SMAD4	7	7	7
chr15	SMAD6	2	2	2
chr18	SMAD7	4	4	4
chr13	SMAD9	13	13	13
chr6	SMAP1	21	21	21
chr1	SMAP2	6	6	6
chr23	SMARCA1	7	7	7
chr9	SMARCA2	77	77	77
chr19	SMARCA4	5	5	5
chr4	SMARCA5	4	4	4
chr4	SMARCAD1	8	8	8
chr2	SMARCAL1	6	6	6
chr22	SMARCB1	13	13	13
chr3	SMARCC1	12	12	12
chr12	SMARCC2	3	3	3
chr7	SMARCD3	8	8	8
chr17	SMARCE1	8	8	8
chr23	SMC1A	4	4	4
chr22	SMC1B	11	11	11
chr9	SMC2	11	11	11
chr10	SMC3	4	4	4
chr3	SMC4	4	4	4
chr9	SMC5	19	19	19
chr2	SMC6	9	9	9
chr18	SMCHD1	10	10	10
chr1	SMCP	2	2	2
chr17	SMCR7	2	2	2
chr22	SMCR7L	2	2	2
chr14	SMEK1	7	7	7
chr2	SMEK2	5	5	5
chr16	SMG1	4	4	4
chr1	SMG5	4	4	4
chr17	SMG6	35	35	35
chr1	SMG7	15	15	15
chr7	SMO	4	4	4
chr14	SMOC1	17	17	17
chr6	SMOC2	25	25	25
chr20	SMOX	18	18	18
chr6	SMPD2	3	3	3
chr16	SMPD3	8	8	8
chr2	SMPD4	4	4	4
chr6	SMPDL3A	4	4	4
chr4	SMR3A	5	5	5
chr23	SMS	5	5	5
chr22	SMTN	3	3	3
chr11	SMTNL1	2	2	2
chr17	SMTNL2	2	2	2
chr9	SMU1	10	10	10
chr12	SMUG1	3	3	3
chr7	SMURF1	5	5	5
chr17	SMURF2	3	3	3
chr1	SMYD2	9	9	9
chr1	SMYD3	89	89	89
chr17	SMYD4	11	11	11
chr2	SMYD5	3	3	3
chr20	SNAI1	3	3	3
chr15	SNAP23	4	4	4
chr20	SNAP25	25	25	25
chr22	SNAP29	9	9	9
chr6	SNAP91	14	14	14
chr9	SNAPC3	8	8	8
chr9	SNAPC4	6	6	6
chr1	SNAPIN	2	2	2
chr4	SNCA	9	9	9
chr5	SNCAIP	17	17	17
chr10	SNCG	2	2	2
chr7	SND1	35	35	35
chr2	SNED1	20	20	20
chr21	SNF1LK	4	4	4
chr11	SNF1LK2	17	17	17
chr17	SNIP	7	7	7
chr1	SNIP1	2	2	2
chr16	SNN	3	3	3
chr20	SNPH	6	6	6
chr3	SNRK	4	4	4
chr19	SNRP70	11	11	11
chr19	SNRPA	3	3	3
chr15	SNRPA1	4	4	4
chr20	SNRPB	2	2	2
chr20	SNRPB2	5	5	5
chr6	SNRPC	4	4	4
chr19	SNRPD2	3	3	3
chr22	SNRPD3	4	4	4
chr1	SNRPE	4	4	4
chr2	SNRPG	3	3	3
chr15	SNRPN	4	4	4
chr8	SNTB1	43	43	43
chr16	SNTB2	3	3	3
chr8	SNTG1	99	99	99
chr2	SNTG2	41	41	41
chr15	SNUPN	3	3	3
chr15	SNURF	4	4	4
chr14	SNW1	12	12	12
chr15	SNX1	7	7	7
chr6	SNX3	2	2	2
chr3	SNX4	8	8	8
chr20	SNX5	8	8	8
chr14	SNX6	27	27	27
chr1	SNX7	7	7	7
chr7	SNX8	10	10	10
chr6	SNX9	15	15	15
chr7	SNX10	7	7	7
chr23	SNX12	2	2	2
chr7	SNX13	12	12	12
chr6	SNX14	7	7	7
chr8	SNX16	7	7	7
chr5	SNX18	8	8	8
chr11	SNX19	12	12	12
chr20	SNX21	4	4	4
chr5	SNX24	6	6	6
chr4	SNX25	34	34	34
chr1	SNX27	7	7	7
chr16	SNX29	71	71	71
chr9	SNX30	26	26	26
chr8	SNX31	20	20	20
chr11	SNX32	2	2	2
chr15	SNX33	2	2	2
chr1	SOAT1	8	8	8
chr12	SOAT2	4	4	4
chr6	SOBP	43	43	43
chr12	SOCS2	2	2	2
chr14	SOCS4	3	3	3
chr2	SOCS5	10	10	10
chr18	SOCS6	11	11	11
chr17	SOCS7	9	9	9
chr6	SOD2	4	4	4
chr4	SOD3	2	2	2
chr9	SOHLH1	2	2	2
chr13	SOHLH2	4	4	4
chr16	SOLH	3	3	3
chr21	SON	5	5	5
chr10	SORBS1	45	45	45
chr4	SORBS2	94	94	94
chr8	SORBS3	5	5	5
chr10	SORCS1	72	72	72
chr4	SORCS2	160	160	160
chr10	SORCS3	98	98	98
chr15	SORD	5	5	5
chr11	SORL1	40	40	40
chr1	SORT1	13	13	13
chr2	SOS1	21	21	21
chr14	SOS2	10	10	10
chr7	SOSTDC1	3	3	3
chr13	SOX1	2	2	2
chr12	SOX5	208	208	208
chr11	SOX6	42	42	42
chr8	SOX7	4	4	4
chr16	SOX8	2	2	2
chr22	SOX10	3	3	3
chr2	SOX11	2	2	2
chr20	SOX12	2	2	2
chr1	SOX13	3	3	3
chr13	SOX21	2	2	2
chr5	SOX30	5	5	5
chr12	SP1	2	2	2
chr17	SP2	3	3	3
chr2	SP3	8	8	8
chr7	SP4	13	13	13
chr12	SP7	2	2	2
chr7	SP8	5	5	5
chr2	SP100	44	44	44
chr2	SP110	5	5	5
chr2	SP140	6	6	6
chr11	SPA17	6	6	6
chr6	SPACA1	3	3	3
chr8	SPAG1	9	9	9
chr20	SPAG4	2	2	2
chr10	SPAG6	2	2	2
chr17	SPAG7	2	2	2
chr9	SPAG8	2	2	2
chr17	SPAG9	11	11	11
chr2	SPAG16	86	86	86
chr1	SPAG17	16	16	16
chr7	SPAM1	5	5	5
chr23	SPANXA1	2	2	2
chr23	SPANXA2	2	2	2
chr23	SPANXN1	3	3	3
chr23	SPANXN2	2	2	2
chr23	SPANXN4	2	2	2
chr5	SPARC	7	7	7
chr4	SPARCL1	14	14	14
chr2	SPAST	8	8	8
chr1	SPATA1	11	11	11
chr20	SPATA2	3	3	3
chr4	SPATA4	2	2	2
chr4	SPATA5	49	49	49
chr15	SPATA5L1	2	2	2
chr1	SPATA6	21	21	21
chr14	SPATA7	10	10	10
chr15	SPATA8	2	2	2
chr5	SPATA9	6	6	6
chr3	SPATA12	3	3	3
chr13	SPATA13	42	42	42
chr3	SPATA16	23	23	23
chr1	SPATA17	59	59	59
chr11	SPATA19	4	4	4
chr17	SPATA20	2	2	2
chr1	SPATA21	3	3	3
chr17	SPATA22	4	4	4
chr6	SPATS1	9	9	9
chr12	SPATS2	34	34	34
chr2	SPC25	2	2	2
chr11	SPCS2	10	10	10
chr4	SPCS3	2	2	2
chr6	SPDEF	4	4	4
chr2	SPDYA	4	4	4
chr17	SPECC1	6	6	6
chr22	SPECC1L	22	22	22
chr20	SPEF1	2	2	2
chr5	SPEF2	35	35	35
chr2	SPEG	3	3	3
chr1	SPEN	7	7	7
chr15	SPESP1	4	4	4
chr14	SPG3A	3	3	3
chr16	SPG7	4	4	4
chr15	SPG11	5	5	5
chr13	SPG20	6	6	6
chr15	SPG21	10	10	10
chr19	SPHK2	3	3	3
chr2	SPHKAP	48	48	48
chr11	SPI1	2	2	2
chr19	SPIB	3	3	3
chr12	SPIC	2	2	2
chr9	SPIN1	24	24	24
chr5	SPINK1	2	2	2
chr4	SPINK2	3	3	3
chr9	SPINK4	4	4	4
chr5	SPINK5	11	11	11
chr5	SPINK5L3	4	4	4
chr3	SPINK8	2	2	2
chr5	SPINK9	2	2	2
chr20	SPINLW1	3	3	3
chr15	SPINT1	2	2	2
chr18	SPIRE1	22	22	22
chr16	SPIRE2	6	6	6
chr17	SPNS2	9	9	9
chr17	SPNS3	10	10	10
chr20	SPO11	3	3	3
chr1	SPOCD1	2	2	2
chr5	SPOCK1	94	94	94
chr10	SPOCK2	12	12	12
chr4	SPOCK3	64	64	64
chr11	SPON1	65	65	65
chr17	SPOP	5	5	5
chr2	SPOPL	3	3	3
chr2	SPP2	4	4	4
chr15	SPPL2A	5	5	5
chr19	SPPL2B	2	2	2
chr12	SPPL3	28	28	28
chr15	SPRED1	12	12	12
chr2	SPRED2	11	11	11
chr19	SPRED3	2	2	2
chr10	SPRN	3	3	3
chr1	SPRR2E	2	2	2
chr1	SPRR4	2	2	2
chr13	SPRY2	2	2	2
chr23	SPRY3	2	2	2
chr5	SPRY4	2	2	2
chr12	SPRYD3	3	3	3
chr1	SPSB1	11	11	11
chr12	SPSB2	2	2	2
chr3	SPSB4	8	8	8
chr1	SPTA1	5	5	5
chr9	SPTAN1	6	6	6
chr14	SPTB	7	7	7
chr2	SPTBN1	32	32	32
chr11	SPTBN2	2	2	2
chr19	SPTBN4	9	9	9
chr15	SPTBN5	8	8	8
chr9	SPTLC1	19	19	19
chr14	SPTLC2	19	19	19
chr20	SPTLC3	62	62	62
chr11	SPTY2D1	2	2	2
chr8	SQLE	4	4	4
chr15	SQRDL	2	2	2
chr5	SQSTM1	3	3	3
chr3	SR140	3	3	3
chr2	SRBD1	55	55	55
chr20	SRC	2	2	2
chr5	SRD5A1	4	4	4
chr2	SRD5A2	12	12	12
chr4	SRD5A2L2	3	3	3
chr4	SRD5A3	2	2	2
chr22	SREBF2	4	4	4
chr12	SRGAP1	47	47	47
chr1	SRGAP2	31	31	31
chr3	SRGAP3	81	81	81
chr7	SRI	2	2	2
chr16	SRL	8	8	8
chr1	SRM	2	2	2
chr20	SRMS	3	3	3
chr5	SRP19	3	3	3
chr14	SRP54	8	8	8
chr17	SRP68	8	8	8
chr4	SRP72	4	4	4
chr6	SRPK1	12	12	12
chr7	SRPK2	11	11	11
chr23	SRPK3	2	2	2
chr11	SRPR	4	4	4
chr3	SRPRB	4	4	4
chr23	SRPX	7	7	7
chr17	SRR	2	2	2
chr22	SRRD	5	5	5
chr1	SRRM1	3	3	3
chr18	SS18	8	8	8
chr20	SS18L1	6	6	6
chr3	SS18L2	2	2	2
chr2	SSB	4	4	4
chr7	SSBP1	13	13	13
chr5	SSBP2	29	29	29
chr1	SSBP3	36	36	36
chr19	SSBP4	3	3	3
chr2	SSFA2	7	7	7
chr12	SSH1	18	18	18
chr12	SSPN	6	6	6
chr7	SSPO	3	3	3
chr6	SSR1	5	5	5
chr11	SSRP1	2	2	2
chr3	SST	2	2	2
chr17	SSTR2	3	3	3
chr1	SSX2IP	8	8	8
chr23	SSX4	2	2	2
chr23	SSX4B	2	2	2
chr23	SSX5	2	2	2
chr8	ST3GAL1	46	46	46
chr16	ST3GAL2	6	6	6
chr1	ST3GAL3	22	22	22
chr11	ST3GAL4	11	11	11
chr2	ST3GAL5	13	13	13
chr3	ST3GAL6	7	7	7
chr11	ST5	33	33	33
chr3	ST6GAL1	22	22	22
chr2	ST6GAL2	6	6	6
chr17	ST6GALNAC1	3	3	3
chr17	ST6GALNAC2	7	7	7
chr1	ST6GALNAC3	80	80	80
chr9	ST6GALNAC4	3	3	3
chr1	ST6GALNAC5	45	45	45
chr9	ST6GALNAC6	2	2	2
chr7	ST7	28	28	28
chr1	ST7L	17	17	17
chr12	ST8SIA1	28	28	28
chr15	ST8SIA2	7	7	7
chr18	ST8SIA3	2	2	2
chr5	ST8SIA4	7	7	7
chr18	ST8SIA5	8	8	8
chr10	ST8SIA6	25	25	25
chr22	ST13	6	6	6
chr11	ST14	9	9	9
chr8	ST18	48	48	48
chr15	ST20	5	5	5
chr3	STAB1	3	3	3
chr12	STAB2	8	8	8
chr3	STAC	34	34	34
chr3	STAG1	57	57	57
chr23	STAG2	11	11	11
chr7	STAG3	3	3	3
chr7	STAG3L2	2	2	2
chr7	STAG3L3	2	2	2
chr10	STAM	12	12	12
chr2	STAM2	4	4	4
chr2	STAMBP	4	4	4
chr10	STAMBPL1	5	5	5
chr4	STAP1	4	4	4
chr19	STAP2	4	4	4
chr17	STARD3	9	9	9
chr7	STARD3NL	6	6	6
chr5	STARD4	3	3	3
chr15	STARD5	3	3	3
chr18	STARD6	6	6	6
chr23	STARD8	7	7	7
chr11	STARD10	8	8	8
chr13	STARD13	19	19	19
chr2	STAT1	2	2	2
chr17	STAT3	2	2	2
chr2	STAT4	12	12	12
chr17	STAT5A	3	3	3
chr17	STAT5B	3	3	3
chr12	STAT6	4	4	4
chr20	STAU1	16	16	16
chr8	STAU2	19	19	19
chr4	STBD1	3	3	3
chr8	STC1	2	2	2
chr5	STC2	6	6	6
chr7	STEAP1	6	6	6
chr7	STEAP2	4	4	4
chr2	STEAP3	10	10	10
chr1	STIL	5	5	5
chr11	STIM1	47	47	47
chr4	STIM2	22	22	22
chr11	STIP1	2	2	2
chr8	STK3	21	21	21
chr20	STK4	15	15	15
chr5	STK10	24	24	24
chr19	STK11	2	2	2
chr2	STK11IP	2	2	2
chr2	STK16	2	2	2
chr7	STK17A	6	6	6
chr2	STK17B	4	4	4
chr6	STK19	5	5	5
chr13	STK24	37	37	37
chr2	STK25	3	3	3
chr7	STK31	24	24	24
chr5	STK32A	35	35	35
chr4	STK32B	104	104	104
chr10	STK32C	17	17	17
chr11	STK33	26	26	26
chr20	STK35	4	4	4
chr2	STK36	9	9	9
chr6	STK38	6	6	6
chr12	STK38L	5	5	5
chr2	STK39	56	56	56
chr1	STK40	2	2	2
